Timestamp,Server,Host,Ping,App_Port,Admin_Port,HTTP,Status
2025-08-21 16:42:24,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 24.1}","{'success': True, 'port': 80, 'response_time': 6.2, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 3.9, 'status': 'OPEN'}",200 (0.13s),ONLINE
2025-08-21 16:42:24,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 24.7}","{'success': True, 'port': 8080, 'response_time': 24.9, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 15.1, 'status': 'OPEN'}",200 (0.07s),ONLINE
2025-08-21 16:42:24,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 21.5}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 28.4, 'status': 'OPEN'}",,ONLINE
2025-08-21 16:42:56,SFCS 116,147.1.0.116,"{'success': True, 'response_time': 25.8}","{'success': True, 'port': 8080, 'response_time': 3.6, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 27.0, 'status': 'OPEN'}",200 (0.07s),ONLINE
2025-08-21 16:42:56,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 31.1}","{'success': True, 'port': 80, 'response_time': 2.5, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 21.1, 'status': 'OPEN'}",200 (0.06s),ONLINE
2025-08-21 16:42:56,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 21.2}","{'success': True, 'port': 8080, 'response_time': 2.4, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 3.9, 'status': 'OPEN'}",200 (0.06s),ONLINE
2025-08-21 16:42:56,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 20.7}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 15.4, 'status': 'OPEN'}",,ONLINE
2025-08-21 16:43:28,SFCS 116,147.1.0.116,"{'success': True, 'response_time': 22.4}","{'success': True, 'port': 8080, 'response_time': 7.0, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 3.8, 'status': 'OPEN'}",200 (0.06s),ONLINE
2025-08-21 16:43:28,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 35.7}","{'success': True, 'port': 80, 'response_time': 2.2, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.3, 'status': 'OPEN'}",200 (0.06s),ONLINE
2025-08-21 16:43:28,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 18.2}","{'success': True, 'port': 8080, 'response_time': 2.4, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.0, 'status': 'OPEN'}",200 (0.05s),ONLINE
2025-08-21 16:43:29,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 23.5}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 15.4, 'status': 'OPEN'}",,ONLINE
